"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"1192","rs10774779","Insomnia","MVK","intron_variant",0,"NR","insomnia","intron_variant","Neurological disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mevalonic aciduria"
"1193","rs17439833","Insomnia","EXT1","intron_variant",0,"NR","insomnia","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Exostoses multiple type I (EXT1)"
"1194","rs17439833","Insomnia","EXT1","intron_variant",0,"NR","insomnia","intron_variant","Neurological disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Exostoses multiple type I (EXT1)"
"1195","rs118092776","Insulin-like growth factor 1 levels","PAH","missense_variant",0,"NR","IGF-1 measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Phenylketonuria"
"1196","rs595244","Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)","FBN1","intron_variant",0,"0.082","thoracic aortic aneurysm, Abdominal Aortic Aneurysm, brain aneurysm","intron_variant","Cardiovascular disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1197","rs1396046","Intraocular pressure","PKHD1","intron_variant",0,"NR","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1198","rs2025751","Intraocular pressure","PKHD1","intron_variant",0,"0.46","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1199","rs3743861","Intraocular pressure","FANCA","intron_variant",0,"0.58","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1200","rs3743860","Intraocular pressure","FANCA","intron_variant",0,"0.583","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1201","rs3743860","Intraocular pressure","FANCA","intron_variant",0,"","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1202","rs3743860","Intraocular pressure","FANCA","intron_variant",0,"NR","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1203","rs3743860","Intraocular pressure","FANCA","intron_variant",0,"0.5852","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1204","rs2065712","Intraocular pressure in individuals with narrow occludable anterior chamber angle","ABCA4","intron_variant",0,"NR","intraocular pressure measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Stargardt disease"
"1205","rs11067376","Irritable mood","MVK","non_coding_transcript_exon_variant",0,"0.359496","irritability measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mevalonic aciduria"
"1206","rs145835909","Itch intensity from mosquito bite adjusted by bite size","DMD","intron_variant",0,"NR","mosquito bite reaction itch intensity measurement, mosquito bite reaction size measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Duchenne-Becker muscular dystrophy (DMD/DMB)"
"1207","rs41312411","JT interval","SCN5A","intron_variant",0,"0.8559","JT interval","intron_variant","Cardiovascular measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Brugada sindrome - Long QT syndrome-3"
"1208","rs10917002","Kidney stones","ALPL","intron_variant",0,"0.11","nephrolithiasis","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1209","rs1256332","Kidney stones","ALPL","intron_variant",0,"0.16","nephrolithiasis","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1210","rs6703976","Kidney stones","ALPL","intron_variant",0,"0.11","nephrolithiasis","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1211","rs1256328","Kidney stones","ALPL","intron_variant",0,"0.1779","nephrolithiasis","intron_variant","Other disease","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1212","rs11066320","LDL cholesterol levels","PTPN11","intron_variant",0,"0.426081","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1213","rs1801133","Leprosy","MTHFR","missense_variant",0,"NR","leprosy","missense_variant","Neurological disorder","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
"1214","rs13156520","Leukemia inhibitory factor receptor levels","LIFR","3_prime_UTR_variant",0,"0.333447","leukemia inhibitory factor receptor measurement","3_prime_UTR_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Schwartz-Jampel/Stuve-Wiedemann syndrome"
"1215","rs11066320","Linoleic acid levels","PTPN11","intron_variant",0,"0.426059","linoleic acid measurement","intron_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1216","rs9810955","Linoleoylcholine levels in elite athletes","GLB1","intron_variant",0,"NR","lipid measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Gangliosidosis (GM1)"
"1217","rs147350387","Liver enzyme levels (gamma-glutamyl transferase)","PKD1","missense_variant",0,"0.982106","serum gamma-glutamyl transferase measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1218","rs147350387","Liver enzyme levels (gamma-glutamyl transferase)","PKD1","missense_variant",0,"0.982106","serum gamma-glutamyl transferase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1219","rs12199884","Longevity","PKHD1","intron_variant",0,"0.96","longevity","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1220","rs11066301","Low density lipoprotein cholesterol levels","PTPN11","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1221","rs17111479","Low density lipoprotein cholesterol levels","BSND","3_prime_UTR_variant",0,"NR","low density lipoprotein cholesterol measurement","3_prime_UTR_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Bartter syndrome type 4"
"1222","rs2500340","Low density lipoprotein cholesterol levels","BSND","5_prime_UTR_variant",0,"NR","low density lipoprotein cholesterol measurement","5_prime_UTR_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Bartter syndrome type 4"
"1223","rs11549407","Low density lipoprotein cholesterol levels","HBB","stop_gained",0,"","low density lipoprotein cholesterol measurement","stop_gained","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1224","rs11549407","Low density lipoprotein cholesterol levels","HBB","stop_gained",0,"","low density lipoprotein cholesterol measurement","stop_gained","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1225","rs71079573","Low density lipoprotein cholesterol levels","MVK","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mevalonic aciduria"
"1226","rs7185040","Low hand grip strength (60 years and older) (EWGSOP)","PKD1","intron_variant",0,"0.18","grip strength measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1227","rs1006548","Low tan response","FANCA","intron_variant",0,"NR","suntan","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1228","rs2238529","Low tan response","FANCA","intron_variant",0,"NR","suntan","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1229","rs3743861","Low tan response","FANCA","intron_variant",0,"NR","suntan","intron_variant","Other trait","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Fanconi anemia A"
"1230","rs4767860","Low-carbohydrate diet (LCD) score","PTPN11","non_coding_transcript_exon_variant",0,"0.611","carbohydrate intake measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1231","rs7132778","Low-carbohydrate diet (LCD) score","PTPN11","non_coding_transcript_exon_variant",0,"0.613","carbohydrate intake measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1232","rs3755955","Lumbar spine bone mineral density","IDUA","missense_variant",0,"0.16","bone density","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mucopolysaccharidosis Type I - Hurler syndrome"
"1233","rs17462641","Lung function (FEV1/FVC)","FBN1","intron_variant",0,"NR","FEV/FEC ratio","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Marfan syndrome"
"1234","rs10151945","Lung function (FVC)","ATXN3","3_prime_UTR_variant",0,"NR","vital capacity","3_prime_UTR_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Spinocerebellar ataxia 3 (SCA3)"
"1235","rs11160037","Lung function (FVC)","ATXN3","intron_variant",0,"0.6206","vital capacity","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Spinocerebellar ataxia 3 (SCA3)"
"1236","rs7766366","Lung function (low FEV1 vs high FEV1) x smoking interaction","PKHD1","missense_variant",0,"NR","smoking status measurement, forced expiratory volume","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
"1237","rs334","Lymphocyte count","HBB","missense_variant",0,"0.93645","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1238","rs334","Lymphocyte count","HBB","missense_variant",0,"0.93645","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1239","rs334","Lymphocyte count","HBB","missense_variant",0,"0.997505","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1240","rs334","Lymphocyte count","HBB","missense_variant",0,"0.997505","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1241","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1242","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1243","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Sickle cell anemia"
"1244","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Thalassemia-?"
"1245","rs35947132","Lymphocyte count","PRF1","missense_variant",0,"0.96","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Hemophagocytic lymphohistiocytosis familial, type 2 (FHL2)"
"1246","rs35947132","Lymphocyte count","PRF1","missense_variant",0,"0.040212","lymphocyte count","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Hemophagocytic lymphohistiocytosis familial, type 2 (FHL2)"
"1247","rs35947132","Lymphocyte-to-monocyte ratio","PRF1","missense_variant",0,"0.96","lymphocyte:monocyte ratio","missense_variant","Hematological measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Hemophagocytic lymphohistiocytosis familial, type 2 (FHL2)"
"1248","rs1952458","Lysophosphatidylcholine(15:0) levels","PKHD1","intron_variant",0,"NR","lysophosphatidylcholine 15:0 measurement","intron_variant","Lipid or lipoprotein measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney and hepatic disease-1 (ARPKD)"
