"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs7936312-<b>G</b>,"7 x 10-11",,0.52,0.9,'-,[NR],"EMSY, LINC02757","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,11:76582682
rs2066847-<b>G</b>,"2 x 10-9",,0.98,0.71,'-,[NR],"NOD2, CYLD-AS1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,16:50729868
rs1297261-<b>T</b>,"2 x 10-12",,0.57,1.13,'-,[NR],CYCSP42,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,21:15440304
rs2836878-<b>G</b>,"2 x 10-21",,0.73,1.21,'-,[NR],RPL23AP12,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,21:39093608
rs59998884-<b>T</b>,"1 x 10-9",,0.4,1.11,'-,[NR],GATD3A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,21:44198231
rs10737482-<b>T</b>,"3 x 10-16",,0.39,0.86,'-,[NR],"OTUD3, RNF186","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:19847365
rs12568930-<b>T</b>,"3 x 10-8",,0.82,1.14,'-,[NR],"ZBTB40, PPIAP34","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:22375738
rs11581607-<b>G</b>,"2 x 10-24",,0.93,1.51,'-,[NR],IL23R,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:67242007
rs1521186-<b>G</b>,"8 x 10-9",,0.55,0.91,'-,[NR],RORC,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:151812071
rs6671847-<b>G</b>,"2 x 10-12",,0.49,1.13,'-,[NR],FCGR2A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:161509020
rs905634-<b>C</b>,"8 x 10-13",,0.69,1.14,'-,[NR],"MROH3P, INAVA","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:200915857
rs3024505-<b>G</b>,"9 x 10-15",,0.85,0.84,'-,[NR],"Y_RNA, IL10","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST011501,1:206766559
rs6660226-<b>A</b>,"2 x 10-6",,0.453,0.7,'-,'-,"IL12RB2, DNAJB6P4","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,1:67278918
rs12185578-<b>A</b>,"4 x 10-6",,0.282,1.5,'-,'-,"RAD51AP2, PSMC1P10","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,2:17427972
rs2030413-<b>A</b>,"4 x 10-7",,0.464,1.5,'-,'-,"LRRC58, FSTL1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,3:120363935
rs2052483-<b>T</b>,"3 x 10-6",,0.214,1.6,'-,'-,"LINC02163, NUDT12","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,5:103612484
rs10119004-<b>G</b>,"8 x 10-6",,0.543,0.7,'-,'-,JAK2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,9:5071049
rs1826333-<b>C</b>,"1 x 10-5",,0.721,1.4,'-,'-,"CBX3P1, HSP90AA2P","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,11:27829084
rs2806899-<b>A</b>,"2 x 10-6",,0.622,0.7,'-,'-,"SIAH3, ZC3H13","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,13:45909380
rs1998136-<b>A</b>,"6 x 10-7",,0.188,0.5,'-,'-,TC2N,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,14:91814331
rs77894461-<b>T</b>,"3 x 10-6",,0.051,2.2,'-,'-,"UBR4, IFFO2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,1:19059278
rs6702829-<b>C</b>,"2 x 10-6",,0.232,0.6,'-,'-,"LINC01756, LINC01648","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,1:29439729
rs62266031-<b>G</b>,"3 x 10-6",,0.366,0.6,'-,'-,LSAMP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,3:116820621
rs3121685-<b>C</b>,"4 x 10-6",,0.532,1.5,'-,'-,"LINC02065, LINC02229","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,5:66366305
rs10515625-<b>C</b>,"4 x 10-6",,0.105,0.5,'-,'-,"AFAP1L1, ABLIM3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,5:149267990
rs6946352-<b>G</b>,"4 x 10-6",,0.045,2.4,'-,'-,BZW2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST90020070,7:16666924
rs4903214-<b>?</b>,"8 x 10-6",,NR,1.5393178,'-,[1.27-1.87],VSX2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,14:74252096
rs6596-<b>?</b>,"4 x 10-22",(Children),NR,2.2327087,'-,[1.89-2.63],SNX20,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50675812
rs13333062-<b>?</b>,"6 x 10-9",(Children),NR,1.6329753,'-,[1.38-1.93],LINC02128,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50888875
rs1049526-<b>?</b>,"2 x 10-8",(Children),NR,2.3504539,'-,[1.73-3.19],BRD2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,6:32981027
rs501916-<b>?</b>,"1 x 10-8",(Children),NR,1.5665871,'-,[1.34-1.83],SEMA6D,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,15:47761032
rs6596-<b>?</b>,"5 x 10-13",(Adult),NR,1.9665943,'-,[1.64-2.36],SNX20,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50675812
rs13333062-<b>?</b>,"3 x 10-6",(Adult),NR,1.5508206,'-,[1.29-1.86],LINC02128,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50888875
rs1049526-<b>?</b>,"9 x 10-10",(Adult),NR,2.659634,'-,[1.93-3.66],BRD2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,6:32981027
rs2395128-<b>?</b>,"1 x 10-8",(Adult),NR,1.6475215,'-,[1.39-1.96],DUSP29,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,10:75052692
rs2187668-<b>?</b>,"2 x 10-7",(Adult),NR,1.9647566,'-,[1.52-2.56],HLA-DQA1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,6:32638107
rs11209026-<b>?</b>,"2 x 10-6",(Adult),NR,3.0934768,'-,[1.89-5],IL23R,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,1:67240275
rs6596-<b>?</b>,"3 x 10-24",,NR,2.1309102,'-,[1.83-2.48],SNX20,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50675812
rs13333062-<b>?</b>,"4 x 10-10",,NR,1.5971283,'-,[1.38-1.85],LINC02128,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,16:50888875
rs1049526-<b>?</b>,"5 x 10-11",,NR,2.434453,'-,[1.83-3.24],BRD2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,6:32981027
rs501916-<b>?</b>,"4 x 10-6",,NR,1.3860564,'-,[1.20-1.59],SEMA6D,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,15:47761032
rs2395128-<b>?</b>,"9 x 10-9",,NR,1.5015358,'-,[1.31-1.73],DUSP29,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,10:75052692
rs11209026-<b>?</b>,"2 x 10-6",,NR,2.169659,'-,[1.56-3.03],IL23R,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,1:67240275
rs3024505-<b>?</b>,"6 x 10-6",,NR,1.4241549,'-,[1.22-1.66],"Y_RNA, IL10","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003958,1:206766559
rs56116661-<b>?</b>,"9 x 10-10",,'-,'-,'-,'-,LPP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,3:188683372
rs1847472-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,BACH2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:90263440
rs653178-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,ATXN2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,12:111569952
rs11195128-<b>?</b>,"3 x 10-9",,'-,'-,'-,'-,DUSP5-DT,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:110426390
rs259964-<b>?</b>,"3 x 10-9",,'-,'-,'-,'-,ZNF831,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:59249254
rs4976646-<b>?</b>,"4 x 10-9",,'-,'-,'-,'-,RGS14,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:177361569
rs17656349-<b>?</b>,"5 x 10-9",,'-,'-,'-,'-,CAMK2A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:150226431
rs10495903-<b>?</b>,"6 x 10-9",,'-,'-,'-,'-,THADA,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:43579779
rs2284553-<b>?</b>,"7 x 10-9",,'-,'-,'-,'-,IFNGR2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,21:33404389
rs7517810-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,AIMP1P2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:172884320
rs9297145-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,"KPNA7, SMURF1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:99161494
rs6920220-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,"BTF3L4P3, LINC02539","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:137685367
rs4656958-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,"ITLN2, ITLN1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:160887174
rs11221332-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,ETS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,11:128511079
rs3764147-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,LACC1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,13:43883789
rs5763767-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,HORMAD2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,22:30097893
rs7240004-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,"CTIF, SMAD7","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,18:48868651
rs6586030-<b>?</b>,"5 x 10-8",,'-,'-,'-,'-,TSPAN14,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:80494291
rs3180018-<b>?</b>,"6 x 10-8",,'-,'-,'-,'-,SCAMP3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:155260340
rs2816958-<b>?</b>,"9 x 10-8",,'-,'-,'-,'-,NR5A2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:200132792
rs1260326-<b>?</b>,"1 x 10-7",,'-,'-,'-,'-,GCKR,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:27508073
rs1479918-<b>?</b>,"1 x 10-7",,'-,'-,'-,'-,"IL2, ADAD1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,4:122430276
rs798502-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,"GNA12, AMZ1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:2750246
rs7404095-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,PRKCB,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,16:23853269
rs2382817-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,"PNKD, TMBIM1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:218286495
rs1811711-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,CCL20,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:227805760
rs12103-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,INTS11,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:1312114
rs9358372-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,CDKAL1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:20812357
rs7495132-<b>?</b>,"3 x 10-7",,'-,'-,'-,'-,"CRTC3, CRTC3-AS1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,15:90629669
rs11681525-<b>?</b>,"3 x 10-7",,'-,'-,'-,'-,TEX41,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:144734815
rs13407913-<b>?</b>,"3 x 10-7",,'-,'-,'-,'-,ADCY3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:24874775
rs941823-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,LINC00598,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,13:40439840
rs913678-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,"LINC01271, RN7SL636P","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:50338887
rs71559680-<b>?</b>,"5 x 10-7",,'-,'-,'-,'-,LINC00581,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:21430497
rs7911264-<b>?</b>,"5 x 10-7",,'-,'-,'-,'-,"EIF2S2P3, HHEX","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:92677094
rs6651252-<b>?</b>,"6 x 10-7",,'-,'-,'-,'-,LINC00824,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,8:128554935
rs10797432-<b>?</b>,"8 x 10-7",,'-,'-,'-,'-,"PRXL2B, TNFRSF14","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:2569899
rs907611-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,LSP1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,11:1852842
rs529866-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,RMI2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,16:11279463
rs1991866-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,CCDC26,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,8:129611859
rs9557195-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,"UBAC2, GPR183","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,13:99304368
rs1819658-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,IPMK,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:58153390
rs200349593-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,NXPE1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,11:114526441
rs254560-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,C5orf66,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:135107916
rs11230563-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,CD6,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,11:61008737
rs1569723-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,"RPL13P2, CD40","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:46113425
rs564349-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,ERGIC1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:172897975
rs7954567-<b>?</b>,"3 x 10-6",,'-,'-,'-,'-,LTBR,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,12:6381959
rs4743820-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,LINC00484,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,9:91166134
rs13126505-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,BANK1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,4:101944147
rs38904-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,"MTND4P6, ST7","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:117252792
rs516246-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,FUT2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,19:48702915
rs2930047-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,DAP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:10695414
rs6716753-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,SP140,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:230232414
rs7011507-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,IDI1P2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,8:48216682
rs6142618-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,TM9SF4,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:32137845
rs80244186-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,LINC02341,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,13:42343725
rs11168249-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,HDAC7,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,12:47814585
rs138788-<b>?</b>,"8 x 10-6",,'-,'-,'-,'-,TOM1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,22:35333728
rs59043219-<b>A</b>,"1 x 10-8",,0.379,1.08,'-,1.05-1.10,IRF6,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:209797265
rs6740847-<b>A</b>,"1 x 10-13",,0.508,1.1,'-,1.07-1.12,"ITGA4, LINC01934","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:181443625
rs144344067-<b>A</b>,"1 x 10-8",,0.895,1.12,'-,1.08-1.16,FAM171B,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:186711652
rs76527535-<b>C</b>,"3 x 10-8",,0.745,1.09,'-,1.06-1.12,BOK-AS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:241545286
rs2593855-<b>C</b>,"3 x 10-9",,0.663,1.09,'-,1.06-1.11,FOXP1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,3:71126344
rs503734-<b>A</b>,"3 x 10-8",,0.513,1.07,'-,1.05-1.10,IMPG2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,3:101304904
rs11734570-<b>A</b>,"5 x 10-8",,0.368,1.07,'-,1.05-1.10,"LINC02278, KLF3-AS1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,4:38586832
rs67289879-<b>T</b>,"3 x 10-8",,0.179,1.09,'-,1.06-1.13,CCND3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:42039665
rs11768365-<b>A</b>,"4 x 10-8",,0.816,1.09,'-,1.06-1.12,GRID2IP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:6505557
rs149169037-<b>G</b>,"3 x 10-8",,0.895,1.14,'-,1.10-1.19,"MAD1L1, EEF1A1P27","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:20537675
rs243505-<b>A</b>,"3 x 10-10",,0.624,1.08,'-,1.06-1.11,CUL1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:148738247
rs111456533-<b>G</b>,"1 x 10-9",,0.829,1.11,'-,1.08-1.14,EEF1AKMT2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:124750812
rs11548656-<b>A</b>,"5 x 10-11",,0.961,1.27,'-,1.20-1.34,PLCG2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,16:81883307
rs4256018-<b>G</b>,"1 x 10-8",,0.25,1.08,'-,1.05-1.11,FERMT1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:6113242
rs4845604-<b>?</b>,"7 x 10-14",,NR,'-,'-,'-,RORC,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:151829204
rs11581607-<b>?</b>,"5 x 10-111",,'-,'-,'-,'-,IL23R,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:67242007
rs11742570-<b>?</b>,"4 x 10-40",,'-,'-,'-,'-,'-,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:40410482
rs2066844-<b>?</b>,"1 x 10-38",,'-,'-,'-,'-,NOD2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,16:50712015
rs56167332-<b>?</b>,"3 x 10-38",,'-,'-,'-,'-,"LINC01845, IL12B","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:159400761
rs10761659-<b>?</b>,"2 x 10-36",,'-,'-,'-,'-,ALDH7A1P4,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:62685804
rs10781499-<b>?</b>,"5 x 10-36",,'-,'-,'-,'-,CARD9,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,9:136371953
rs4409764-<b>?</b>,"2 x 10-34",,'-,'-,'-,'-,"GOT1, LINC01475","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,10:99524480
rs3197999-<b>?</b>,"1 x 10-33",,'-,'-,'-,'-,MST1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,3:49684099
rs11236797-<b>?</b>,"7 x 10-33",,'-,'-,'-,'-,"LINC02757, EMSY","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,11:76588605
rs6927022-<b>?</b>,"2 x 10-31",,'-,'-,'-,'-,HLA-DQA1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,6:32644620
rs3024505-<b>?</b>,"6 x 10-31",,'-,'-,'-,'-,"Y_RNA, IL10","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:206766559
rs2836878-<b>?</b>,"2 x 10-29",,'-,'-,'-,'-,RPL23AP12,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,21:39093608
rs2823286-<b>?</b>,"4 x 10-29",,'-,'-,'-,'-,CYCSP42,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,21:15445619
rs75900472-<b>?</b>,"1 x 10-28",,'-,'-,'-,'-,"HNRNPA1P41, JAK2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,9:4981601
rs7608910-<b>?</b>,"3 x 10-28",,'-,'-,'-,'-,PUS10,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:60977721
rs6752107-<b>?</b>,"3 x 10-28",,'-,'-,'-,'-,ATG16L1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,2:233252802
rs2188962-<b>?</b>,"4 x 10-27",,'-,'-,'-,'-,IRF1-AS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:132435113
rs12946510-<b>?</b>,"2 x 10-26",,'-,'-,'-,'-,"GRB7, IKZF3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,17:39756124
rs6062496-<b>?</b>,"3 x 10-26",,'-,'-,'-,'-,"RTEL1-TNFRSF6B, TNFRSF6B","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:63697746
rs2413583-<b>?</b>,"5 x 10-24",,'-,'-,'-,'-,"RPL3, PDGFB","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,22:39263768
rs7282490-<b>?</b>,"2 x 10-23",,'-,'-,'-,'-,GATD3A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,21:44195858
rs11614178-<b>?</b>,"4 x 10-23",,'-,'-,'-,'-,IFNG-AS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,12:68114342
rs7554511-<b>?</b>,"1 x 10-21",,'-,'-,'-,'-,INAVA,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:200908434
rs17293632-<b>?</b>,"3 x 10-21",,'-,'-,'-,'-,SMAD3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,15:67150258
rs6426833-<b>?</b>,"1 x 10-19",,'-,'-,'-,'-,"RNF186, OTUD3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,1:19845367
rs6017342-<b>?</b>,"1 x 10-17",,'-,'-,'-,'-,LINC01620,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,20:44436388
rs12942547-<b>?</b>,"2 x 10-17",,'-,'-,'-,'-,STAT3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,17:42375526
rs2024092-<b>?</b>,"5 x 10-17",,'-,'-,'-,'-,SBNO2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,19:1124032
rs80262450-<b>?</b>,"1 x 10-16",,'-,'-,'-,'-,PTPN2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,18:12818923
rs4380874-<b>?</b>,"8 x 10-16",,'-,'-,'-,'-,"DLD, PIGCP2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,7:107839870
rs148319899-<b>?</b>,"3 x 10-15",,'-,'-,'-,'-,LRRK2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,12:40346421
rs11741861-<b>?</b>,"3 x 10-15",,'-,'-,'-,'-,"ZNF300, IRGM","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST004131,5:150898347
