"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11125927-<b>G</b>,"6 x 10-20",,NR,1.088,'-,[1.07-1.11],"RPL21P37, TMEM17","Prostate cancer","prostate carcinoma",'-,GCST011049,2:62525840
rs58235267-<b>G</b>,"7 x 10-62",,NR,1.119,'-,[1.10-1.13],OTX1,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:63050708
rs139283528-<b>G</b>,"2 x 10-13",,NR,1.276,'-,[1.20-1.36],WDPCP,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:63711622
rs74702681-<b>T</b>,"1 x 10-10",,NR,1.172,'-,[1.12-1.23],"LINC01873, MEIS1-AS3","Prostate cancer","prostate carcinoma",'-,GCST011049,2:66425753
rs2028900-<b>C</b>,"3 x 10-38",,NR,1.089,'-,[1.07-1.10],MAT2A,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:85540612
rs2165108-<b>A</b>,"3 x 10-10",,NR,1.08,'-,[1.05-1.11],"ACOXL, ACOXL-AS1, MIR4435-2HG","Prostate cancer","prostate carcinoma",'-,GCST011049,2:111104416
rs11691517-<b>T</b>,"1 x 10-11",,NR,1.054,'-,[1.04-1.07],"BCL2L11, MIR4435-2HG","Prostate cancer","prostate carcinoma",'-,GCST011049,2:111135519
rs111595856-<b>T</b>,"2 x 10-15",,NR,1.084,'-,[1.06-1.11],"RALB, INHBB","Prostate cancer","prostate carcinoma",'-,GCST011049,2:120346022
rs10206072-<b>G</b>,"4 x 10-9",,NR,1.057,'-,[1.04-1.08],Y_RNA,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:120615890
rs16854905-<b>C</b>,"5 x 10-9",,NR,1.058,'-,[1.04-1.08],STK39,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:168156445
rs77167534-<b>C</b>,"1 x 10-55",,NR,1.235,'-,[1.20-1.27],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:172455202
rs34925593-<b>C</b>,"2 x 10-14",,NR,1.054,'-,[1.04-1.07],"JPT1P1, CDCA7","Prostate cancer","prostate carcinoma",'-,GCST011049,2:173369819
rs1861270-<b>G</b>,"5 x 10-11",,NR,1.049,'-,[1.03-1.06],CASP8,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:201261892
rs12621900-<b>C</b>,"2 x 10-9",,NR,1.048,'-,[1.03-1.06],"LINC01802, MYOSLID","Prostate cancer","prostate carcinoma",'-,GCST011049,2:207253577
rs74001374-<b>C</b>,"3 x 10-11",,NR,1.131,'-,[1.09-1.17],MLPH,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:237502650
rs2292884-<b>G</b>,"6 x 10-16",,NR,1.063,'-,[1.05-1.08],MLPH,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:237534583
rs77559646-<b>A</b>,"1 x 10-27",,NR,1.328,'-,[1.26-1.40],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:241195850
rs77482050-<b>G</b>,"7 x 10-18",,NR,1.432,'-,[1.32-1.55],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:241200185
rs2074840-<b>C</b>,"1 x 10-11",,NR,1.05,'-,[1.04-1.07],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:241202304
rs76832527-<b>A</b>,"7 x 10-28",,NR,1.108,'-,[1.09-1.13],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011049,2:241217826
rs6550597-<b>A</b>,"8 x 10-10",,NR,1.045,'-,[1.03-1.06],SATB1-AS1,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:18697448
rs7618603-<b>A</b>,"4 x 10-12",,NR,1.06,'-,[1.04-1.08],RPL24P7,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:23111571
rs34680713-<b>A</b>,"2 x 10-10",,NR,1.061,'-,[1.04-1.08],BSN,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:49584286
rs13091518-<b>T</b>,"3 x 10-8",,NR,1.039,'-,[1.02-1.05],COX6CP6,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:70747545
rs77541621-<b>A</b>,"1 x 10-58",,NR,1.8556317,'-,NR,PCAT1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,8:127064901
rs12275055-<b>G</b>,"1 x 10-36",,NR,1.2623074,'-,NR,"SMIM38, MYEOV","Prostate cancer","prostate carcinoma",'-,GCST90011808,11:69213892
rs79054049-<b>C</b>,"7 x 10-7",,0.024279,1.2548627,'-,NR,"Y_RNA, ZNF217","Prostate cancer","prostate carcinoma",'-,GCST90011808,20:53550975
rs10840606-<b>G</b>,"2 x 10-25",,NR,1.2496876,'-,NR,"ASCL2, MIR4686","Prostate cancer","prostate carcinoma",'-,GCST90011808,11:2213460
rs11263763-<b>A</b>,"5 x 10-47",,NR,1.2359413,'-,NR,HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST90011808,17:37743574
rs17120257-<b>C</b>,"1 x 10-20",,NR,1.2217472,'-,NR,KRT8,"Prostate cancer","prostate carcinoma",'-,GCST90011808,12:52909547
rs7224399-<b>T</b>,"1 x 10-8",,NR,1.1825923,'-,NR,CHD3,"Prostate cancer","prostate carcinoma",'-,GCST90011808,17:7900234
rs11653775-<b>G</b>,"8 x 10-8",,NR,1.1564704,'-,NR,"PHB, ZNF652","Prostate cancer","prostate carcinoma",'-,GCST90011808,17:49395003
rs2468947-<b>A</b>,"1 x 10-8",,NR,1.1328877,'-,NR,H1-7,"Prostate cancer","prostate carcinoma",'-,GCST90011808,12:48325025
rs3810417-<b>T</b>,"6 x 10-8",,0.159469,1.1293055,'-,NR,"ABHD17A, KLF16","Prostate cancer","prostate carcinoma",'-,GCST90011808,19:1864602
rs58235267-<b>G</b>,"5 x 10-16",,NR,1.1275228,'-,NR,OTX1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:63050708
rs10807290-<b>C</b>,"8 x 10-7",,NR,1.0746,'-,NR,"MRPS18A, VEGFA","Prostate cancer","prostate carcinoma",'-,GCST90011808,6:43742644
rs11158314-<b>G</b>,"5 x 10-7",,0.307187,1.0814,'-,NR,MNAT1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,14:60954414
rs2938006-<b>C</b>,"6 x 10-8",,NR,1.0815,'-,NR,CTBP2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,10:125027777
rs4953671-<b>G</b>,"3 x 10-7",,0.671879,1.0826,'-,NR,CHORDC1P1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:42846408
rs36096780-<b>A</b>,"3 x 10-8",,NR,1.085,'-,NR,MGLL,"Prostate cancer","prostate carcinoma",'-,GCST90011808,3:128027237
rs13390276-<b>C</b>,"6 x 10-8",,0.634989,1.0861,'-,NR,"PPIAP68, INO80D","Prostate cancer","prostate carcinoma",'-,GCST90011808,2:205975244
rs74543909-<b>C</b>,"3 x 10-8",,NR,1.0872,'-,NR,HDLBP,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:241237729
chr8:109078678-<b>CT</b>,"8 x 10-7",,NR,1.0909,'-,NR,'-,"Prostate cancer","prostate carcinoma",'-,GCST90011808,"Mapping not available"
rs2271494-<b>A</b>,"1 x 10-9",,NR,1.0944,'-,NR,SIDT1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,3:113581336
rs1038822-<b>T</b>,"9 x 10-10",,NR,1.1003,'-,NR,THADA,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:43511034
rs6465658-<b>G</b>,"4 x 10-12",,NR,1.1057,'-,NR,LMTK2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,7:98187326
rs7568458-<b>T</b>,"1 x 10-12",,NR,1.1094,'-,NR,GGCX,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:85561052
rs6801665-<b>T</b>,"8 x 10-14",,NR,1.1143,'-,NR,"LINC00506, MIR4795","Prostate cancer","prostate carcinoma",'-,GCST90011808,3:87159999
rs7247241-<b>T</b>,"4 x 10-14",,NR,1.1163,'-,NR,SPINT2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,19:38256632
rs339351-<b>C</b>,"2 x 10-13",,NR,1.1252,'-,NR,RFX6,"Prostate cancer","prostate carcinoma",'-,GCST90011808,6:116879271
rs10007915-<b>C</b>,"2 x 10-17",,NR,1.1371,'-,NR,TET2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,4:105144151
rs745496705-<b>AT</b>,"6 x 10-9",,NR,1.1424,'-,NR,FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,14:52864002
rs5759167-<b>G</b>,"1 x 10-21",,NR,1.1506,'-,NR,"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST90011808,22:43104206
rs12678349-<b>C</b>,"5 x 10-8",,NR,1.1578,'-,NR,"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST90011808,8:127186319
rs7217073-<b>A</b>,"5 x 10-25",,NR,1.1612,'-,NR,CASC17,"Prostate cancer","prostate carcinoma",'-,GCST90011808,17:71114782
rs10486567-<b>G</b>,"3 x 10-18",,NR,1.1659,'-,NR,JAZF1,"Prostate cancer","prostate carcinoma",'-,GCST90011808,7:27936944
rs7821330-<b>C</b>,"3 x 10-26",,NR,1.1675,'-,NR,"SINHCAFP3, NKX3-1","Prostate cancer","prostate carcinoma",'-,GCST90011808,8:23664939
rs2242652-<b>G</b>,"5 x 10-12",,NR,1.1698,'-,NR,TERT,"Prostate cancer","prostate carcinoma",'-,GCST90011808,5:1279913
chr3:170105309-<b>ACTT</b>,"1 x 10-16",,NR,1.1766,'-,NR,'-,"Prostate cancer","prostate carcinoma",'-,GCST90011808,"Mapping not available"
rs10993994-<b>T</b>,"4 x 10-53",,NR,1.2495,'-,NR,MSMB,"Prostate cancer","prostate carcinoma",'-,GCST90011808,10:46046326
rs10505477-<b>A</b>,"8 x 10-61",,NR,1.271,'-,NR,"POU5F1B, PCAT1, CASC8","Prostate cancer","prostate carcinoma",'-,GCST90011808,8:127395198
rs146618443-<b>G</b>,"2 x 10-13",,NR,1.2748,'-,NR,ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST90011808,2:172445075
rs4582524-<b>G</b>,"4 x 10-60",,NR,1.4279,'-,NR,CASC8,"Prostate cancer","prostate carcinoma",'-,GCST90011808,8:127516190
rs111362352-<b>C</b>,"3 x 10-36",,NR,1.4998,'-,NR,KLK2,"Prostate cancer","prostate carcinoma",'-,GCST90011808,19:50862184
rs17886163-<b>C</b>,"1 x 10-9",,NR,1.594,'-,[1.37-1.85],CHEK2,"Prostate cancer","prostate carcinoma",'-,GCST011049,22:28695159
rs555607708-<b>A</b>,"1 x 10-8",,NR,1.477,'-,[1.29-1.69],CHEK2,"Prostate cancer","prostate carcinoma",'-,GCST011049,22:28695869
rs138708-<b>G</b>,"3 x 10-14",,NR,1.162,'-,[1.12-1.21],SUN2,"Prostate cancer","prostate carcinoma",'-,GCST011049,22:38742327
rs34584683-<b>T</b>,"1 x 10-16",,NR,1.071,'-,[1.05-1.09],TNRC6B,"Prostate cancer","prostate carcinoma",'-,GCST011049,22:40103103
rs6003062-<b>G</b>,"4 x 10-23",,NR,1.166,'-,[1.13-1.20],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST011049,22:43103735
rs5759167-<b>G</b>,"7 x 10-65",,NR,1.125,'-,[1.11-1.14],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST011049,22:43104206
rs9615099-<b>T</b>,"1 x 10-8",,NR,1.043,'-,[1.03-1.06],"FAM118A, UPK3A","Prostate cancer","prostate carcinoma",'-,GCST011049,22:45302268
rs960417-<b>A</b>,"1 x 10-17",,NR,1.048,'-,[1.04-1.06],SHROOM2,"Prostate cancer","prostate carcinoma",'-,GCST011049,X:9843055
rs17321482-<b>C</b>,"1 x 10-12",,NR,1.06,'-,[1.04-1.08],ARHGAP6,"Prostate cancer","prostate carcinoma",'-,GCST011049,X:11464514
rs5972255-<b>T</b>,"1 x 10-8",,NR,1.032,'-,[1.02-1.04],TAB3,"Prostate cancer","prostate carcinoma",'-,GCST011049,X:30878203
rs11338635-<b>GA</b>,"7 x 10-85",,NR,1.103,'-,[1.09-1.11],LINC01496,"Prostate cancer","prostate carcinoma",'-,GCST011049,X:51502425
rs5943724-<b>G</b>,"4 x 10-18",,NR,1.047,'-,[1.04-1.06],"SSXP5, RNA5SP504","Prostate cancer","prostate carcinoma",'-,GCST011049,X:52666845
rs5919393-<b>T</b>,"2 x 10-16",,NR,1.06,'-,[1.05-1.07],AR,"Prostate cancer","prostate carcinoma",'-,GCST011049,X:67605515
rs371707439-<b>A</b>,"1 x 10-14",,NR,1.054,'-,[1.04-1.07],"TEX11, SLC7A3","Prostate cancer","prostate carcinoma",'-,GCST011049,X:70920058
rs4245739-<b>A</b>,"2 x 10-8",,0.724814157,1.1148883,'-,[1.07-1.16],MDM4,"Prostate cancer","prostate carcinoma",'-,GCST011048,1:204549714
rs7591218-<b>A</b>,"6 x 10-6",,0.298921486,1.0921326,'-,[1.05-1.13],THADA,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:43410859
rs58235267-<b>G</b>,"3 x 10-12",,0.487547337,1.1305747,'-,[1.09-1.17],OTX1,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:63050708
rs2028900-<b>C</b>,"2 x 10-7",,0.549915992,1.0937226,'-,[1.06-1.13],MAT2A,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:85540612
rs77167534-<b>C</b>,"1 x 10-11",,0.938325023,1.3034425,'-,[1.21-1.41],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:172455202
rs77559646-<b>A</b>,"4 x 10-6",,0.0199543,1.2941197,'-,[1.16-1.44],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:241195850
rs2074840-<b>C</b>,"4 x 10-6",,0.303395862,1.0890392,'-,[1.05-1.13],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:241202304
rs76832527-<b>A</b>,"3 x 10-7",,0.188307499,1.1178178,'-,[1.07-1.17],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST011048,2:241217826
rs7628934-<b>C</b>,"2 x 10-6",,0.499565205,1.0880475,'-,[1.05-1.13],LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST011048,3:87126834
rs2271494-<b>A</b>,"3 x 10-8",,0.582340487,1.1007563,'-,[1.06-1.14],SIDT1,"Prostate cancer","prostate carcinoma",'-,GCST011048,3:113581336
rs2811476-<b>C</b>,"6 x 10-6",,0.26310582,1.0890101,'-,[1.05-1.13],EEFSEC,"Prostate cancer","prostate carcinoma",'-,GCST011048,3:128179658
rs143655302-<b>G</b>,"5 x 10-6",,0.980677359,1.3767446,'-,[1.20-1.58],"KLF4, PPIAP88","Prostate cancer","prostate carcinoma",'-,GCST011048,9:107527936
rs10993994-<b>T</b>,"4 x 10-40",,0.392245792,1.2533711,'-,[1.21-1.30],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST011048,10:46046326
rs12769682-<b>C</b>,"4 x 10-6",,0.288620584,1.0890925,'-,[1.05-1.13],CTBP2,"Prostate cancer","prostate carcinoma",'-,GCST011048,10:125008925
rs11043143-<b>T</b>,"3 x 10-22",,0.187987013,1.2215796,'-,[1.17-1.27],"ASCL2, MIR4686","Prostate cancer","prostate carcinoma",'-,GCST011048,11:2212863
rs11228580-<b>C</b>,"2 x 10-25",,0.171570634,1.2797145,'-,[1.22-1.34],"SMIM38, MYEOV","Prostate cancer","prostate carcinoma",'-,GCST011048,11:69234875
rs3918298-<b>A</b>,"8 x 10-7",,0.026780405,1.2702144,'-,[1.16-1.40],CCND1,"Prostate cancer","prostate carcinoma",'-,GCST011048,11:69648505
rs113925811-<b>A</b>,"3 x 10-12",,0.113283674,1.1950083,'-,[1.14-1.26],KRT8,"Prostate cancer","prostate carcinoma",'-,GCST011048,12:52915148
rs4842687-<b>A</b>,"3 x 10-6",,0.721672562,1.0933417,'-,[1.05-1.14],RNU6-148P,"Prostate cancer","prostate carcinoma",'-,GCST011048,12:89762600
rs7336001-<b>G</b>,"2 x 10-6",,0.907376215,1.1640729,'-,[1.09-1.24],LINC00393,"Prostate cancer","prostate carcinoma",'-,GCST011048,13:73421740
rs4901313-<b>G</b>,"1 x 10-7",,0.812484485,1.1266177,'-,[1.08-1.18],FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST011048,14:52920391
rs684232-<b>C</b>,"4 x 10-9",,0.355297324,1.1085898,'-,[1.07-1.15],VPS53,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:715725
rs28441558-<b>C</b>,"1 x 10-7",,0.060035581,1.1934913,'-,[1.12-1.27],CHD3,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:7899800
rs72811270-<b>A</b>,"8 x 10-6",,0.122314123,1.1195085,'-,[1.07-1.18],"MYOCD, MYOCD-AS1","Prostate cancer","prostate carcinoma",'-,GCST011048,17:12682142
rs11649743-<b>G</b>,"9 x 10-8",,0.813803076,1.1311437,'-,[1.08-1.18],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:37714971
rs11263763-<b>A</b>,"5 x 10-33",,0.522688339,1.2302762,'-,[1.19-1.27],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:37743574
rs138213197-<b>T</b>,"2 x 10-36",,0.001743436,4.484751,'-,[3.55-5.66],HOXB13,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:48728343
rs148511027-<b>G</b>,"4 x 10-20",,0.459755254,1.1691511,'-,[1.13-1.21],CASC17,"Prostate cancer","prostate carcinoma",'-,GCST011048,17:71121392
rs4802297-<b>G</b>,"1 x 10-11",,0.484588494,1.1218854,'-,[1.09-1.16],SPINT2,"Prostate cancer","prostate carcinoma",'-,GCST011048,19:38247490
rs2659051-<b>G</b>,"2 x 10-8",,0.790271854,1.1417319,'-,[1.09-1.20],"KLK15, KLK3","Prostate cancer","prostate carcinoma",'-,GCST011048,19:50842312
rs76765083-<b>T</b>,"2 x 10-20",,0.926448239,1.4557381,'-,[1.34-1.58],KLK3,"Prostate cancer","prostate carcinoma",'-,GCST011048,19:50859459
rs6126986-<b>C</b>,"9 x 10-6",,0.49267198,1.0787308,'-,[1.04-1.12],SUMO1P1,"Prostate cancer","prostate carcinoma",'-,GCST011048,20:53848180
rs3787099-<b>A</b>,"3 x 10-6",,0.921220997,1.1690993,'-,[1.10-1.25],"RTEL1-TNFRSF6B, RTEL1","Prostate cancer","prostate carcinoma",'-,GCST011048,20:63676164
rs1058319-<b>C</b>,"3 x 10-6",,0.863990161,1.1354545,'-,[1.08-1.20],SLC2A4RG,"Prostate cancer","prostate carcinoma",'-,GCST011048,20:63743036
rs9978557-<b>C</b>,"5 x 10-9",,0.905108994,1.1990082,'-,[1.13-1.27],TMPRSS2,"Prostate cancer","prostate carcinoma",'-,GCST011048,21:41510535
rs5759167-<b>G</b>,"2 x 10-13",,0.50244081,1.1383158,'-,[1.10-1.18],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST011048,22:43104206
rs2736098-<b>T</b>,"3 x 10-18",,NR,1.072,'-,[1.06-1.09],TERT,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:1293971
rs4975758-<b>G</b>,"2 x 10-48",,NR,1.101,'-,[1.09-1.12],CTD-2194D22.4,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:1891060
rs71599622-<b>T</b>,"4 x 10-8",,NR,1.047,'-,[1.03-1.06],TRIO,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:14372254
rs10941370-<b>T</b>,"4 x 10-8",,NR,1.037,'-,[1.02-1.05],"GDNF-AS1, GDNF","Prostate cancer","prostate carcinoma",'-,GCST011049,5:37833317
rs1482675-<b>T</b>,"4 x 10-7",,NR,1.036,'-,[1.02-1.05],FGF10,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:44368404
rs9292122-<b>A</b>,"5 x 10-9",,NR,1.043,'-,[1.03-1.06],MAP3K1,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:56792083
rs10793821-<b>T</b>,"3 x 10-17",,NR,1.058,'-,[1.04-1.07],"RNU6-456P, LINC01843","Prostate cancer","prostate carcinoma",'-,GCST011049,5:134500518
rs76551843-<b>A</b>,"2 x 10-8",,NR,1.311,'-,[1.19-1.44],DOCK2,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:169745129
rs9686557-<b>C</b>,"4 x 10-7",,NR,1.035,'-,[1.02-1.05],BOD1,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:173532027
rs61739424-<b>G</b>,"1 x 10-9",,NR,1.105,'-,[1.07-1.14],COL23A1,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:178256904
rs2672843-<b>G</b>,"3 x 10-11",,NR,1.048,'-,[1.03-1.06],COL23A1,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:178464550
rs2814811-<b>A</b>,"2 x 10-9",,NR,1.044,'-,[1.03-1.06],GMDS,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:1670751
rs2018336-<b>T</b>,"4 x 10-13",,NR,1.064,'-,[1.05-1.08],NEDD9,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:11217664
rs6927369-<b>C</b>,"2 x 10-16",,NR,1.067,'-,[1.05-1.08],CDKAL1,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:21330458
rs4269363-<b>G</b>,"3 x 10-10",,NR,1.044,'-,[1.03-1.06],LINC00581,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:21471259
rs12665509-<b>A</b>,"3 x 10-9",,NR,1.041,'-,[1.03-1.06],CASC15,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:21878618
rs35159226-<b>C</b>,"4 x 10-8",,NR,1.044,'-,[1.03-1.06],ZNF322,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:26649603
rs9275160-<b>A</b>,"9 x 10-8",,NR,1.044,'-,[1.03-1.06],"MTCO3P1, HLA-DQB1","Prostate cancer","prostate carcinoma",'-,GCST011049,6:32684843
rs9469899-<b>A</b>,"8 x 10-11",,NR,1.045,'-,[1.03-1.06],UHRF1BP1,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:34825347
rs4714485-<b>G</b>,"2 x 10-41",,NR,1.099,'-,[1.08-1.11],FOXP4,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:41568849
rs9472120-<b>C</b>,"3 x 10-9",,NR,1.039,'-,[1.03-1.05],"MRPS18A, VEGFA","Prostate cancer","prostate carcinoma",'-,GCST011049,6:43742048
rs9443189-<b>A</b>,"3 x 10-17",,NR,1.075,'-,[1.06-1.09],MYO6,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:75786165
rs2038542-<b>C</b>,"6 x 10-13",,NR,1.067,'-,[1.05-1.09],ARMC2,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:108974090
rs339351-<b>C</b>,"3 x 10-53",,NR,1.116,'-,[1.10-1.13],RFX6,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:116879271
rs150184171-<b>G</b>,"8 x 10-10",,NR,1.047,'-,[1.03-1.06],TBPL1,"Prostate cancer","prostate carcinoma",'-,GCST011049,6:133971580
rs143745027-<b>G</b>,"3 x 10-38",,NR,1.169,'-,[1.14-1.20],LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:87094867
rs7628934-<b>C</b>,"2 x 10-41",,NR,1.098,'-,[1.08-1.11],LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:87126834
rs114810266-<b>A</b>,"8 x 10-11",,NR,1.165,'-,[1.11-1.22],KRT8P25,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:87350212
rs1283104-<b>G</b>,"3 x 10-11",,NR,1.045,'-,[1.03-1.06],DUBR,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:107243674
rs151038334-<b>C</b>,"2 x 10-8",,NR,1.079,'-,[1.05-1.11],"LINC01990, BBX","Prostate cancer","prostate carcinoma",'-,GCST011049,3:107474490
rs2271494-<b>A</b>,"2 x 10-31",,NR,1.081,'-,[1.07-1.10],SIDT1,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:113581336
rs2811476-<b>C</b>,"4 x 10-39",,NR,1.102,'-,[1.09-1.12],EEFSEC,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:128179658
rs35006112-<b>G</b>,"4 x 10-21",,NR,1.083,'-,[1.06-1.10],GATA2-AS1,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:128495151
rs1457063-<b>A</b>,"1 x 10-9",,NR,1.044,'-,[1.03-1.06],"LINC01210, HSPA8P9","Prostate cancer","prostate carcinoma",'-,GCST011049,3:137843981
rs7650602-<b>C</b>,"5 x 10-13",,NR,1.049,'-,[1.04-1.06],ZBTB38,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:141428572
rs145053401-<b>C</b>,"9 x 10-13",,NR,1.087,'-,[1.06-1.11],MBNL1,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:152293957
rs2293607-<b>T</b>,"2 x 10-13",,NR,1.06,'-,[1.04-1.08],TERC,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:169764547
rs78416326-<b>G</b>,"5 x 10-99",,NR,1.206,'-,[1.18-1.23],"PRKCI, SKIL","Prostate cancer","prostate carcinoma",'-,GCST011049,3:170356729
rs577952184-<b>C</b>,"5 x 10-18",,NR,1.1,'-,[1.08-1.12],SKIL,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:170365753
rs11717887-<b>C</b>,"3 x 10-8",,NR,1.041,'-,[1.03-1.06],NCEH1,"Prostate cancer","prostate carcinoma",'-,GCST011049,3:172663987
rs17804499-<b>G</b>,"4 x 10-26",,NR,1.214,'-,[1.17-1.26],RASSF6,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:73576632
rs13142786-<b>T</b>,"9 x 10-24",,NR,1.071,'-,[1.06-1.08],RASSF6,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:73611418
rs6853490-<b>G</b>,"5 x 10-29",,NR,1.077,'-,[1.06-1.09],PDLIM5,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:94623567
rs7679673-<b>C</b>,"3 x 10-35",,NR,1.1,'-,[1.08-1.12],"RNU6-351P, TET2","Prostate cancer","prostate carcinoma",'-,GCST011049,4:105140377
rs17035310-<b>C</b>,"3 x 10-9",,NR,1.069,'-,[1.05-1.09],TET2,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:105143597
rs77821238-<b>C</b>,"4 x 10-8",,NR,1.054,'-,[1.03-1.07],MAML3,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:140027681
rs72725734-<b>G</b>,"1 x 10-8",,NR,1.052,'-,[1.03-1.07],"ZNF827, Y_RNA","Prostate cancer","prostate carcinoma",'-,GCST011049,4:145958085
rs147762399-<b>T</b>,"4 x 10-9",,NR,1.084,'-,[1.06-1.11],SH3D19,"Prostate cancer","prostate carcinoma",'-,GCST011049,4:151109188
rs2242652-<b>G</b>,"8 x 10-55",,NR,1.144,'-,[1.12-1.16],TERT,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:1279913
rs71595003-<b>A</b>,"3 x 10-14",,NR,1.188,'-,[1.14-1.24],TERT,"Prostate cancer","prostate carcinoma",'-,GCST011049,5:1292003
rs533722308-<b>CT</b>,"4 x 10-10",,NR,1.051,'-,[1.03-1.07],BCL2,"Prostate cancer","prostate carcinoma",'-,GCST011049,18:63293961
rs11876000-<b>T</b>,"5 x 10-9",,NR,1.039,'-,[1.03-1.05],"SMIM21, TSHZ1","Prostate cancer","prostate carcinoma",'-,GCST011049,18:75323558
