"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10095135-<b>A</b>,"2 x 10-13",,NR,'-,"0.012821 unit decrease",[0.0094-0.0162],MIR124-1HG,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9943733
rs13254598-<b>A</b>,"2 x 10-13",,NR,'-,"0.012717 unit decrease",[0.0093-0.0161],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10348525
rs1554533-<b>A</b>,"3 x 10-13",,NR,'-,"0.012677 unit increase",[0.0093-0.0161],CLDN23,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8692364
rs2409721-<b>A</b>,"7 x 10-13",,NR,'-,"0.012576 unit increase",[0.0091-0.016],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11180735
rs17149709-<b>A</b>,"8 x 10-13",,NR,'-,"0.012456 unit decrease",[0.009-0.0159],"RNU6-526P, RNU6-1151P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9296884
rs7818437-<b>T</b>,"8 x 10-13",,NR,'-,"0.012554 unit increase",[0.0091-0.016],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10352113
rs12156009-<b>A</b>,"9 x 10-13",,NR,'-,"0.012444 unit increase",[0.009-0.0159],"FAM167A, FAM167A-AS1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11427710
rs2618451-<b>T</b>,"1 x 10-12",,NR,'-,"0.012487 unit decrease",[0.0091-0.0159],BLK,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11518757
rs1109618-<b>A</b>,"1 x 10-12",,NR,'-,"0.012325 unit increase",[0.0089-0.0157],"CLDN23, MFHAS1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8713854
rs2979151-<b>G</b>,"1 x 10-12",,NR,'-,"0.01235 unit decrease",[0.0089-0.0158],PRAG1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8400509
rs11985603-<b>G</b>,"2 x 10-12",,NR,'-,"0.012299 unit increase",[0.0089-0.0157],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11060883
rs7830804-<b>G</b>,"2 x 10-12",,NR,'-,"0.012264 unit increase",[0.0088-0.0157],ERI1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9113252
rs13249843-<b>G</b>,"2 x 10-12",,NR,'-,"0.012273 unit decrease",[0.0088-0.0157],"LINC00208, GATA4","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11601509
rs13439415-<b>A</b>,"2 x 10-12",,NR,'-,"0.012195 unit increase",[0.0088-0.0156],FAM167A,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11452503
rs35408848-<b>G</b>,"2 x 10-12",,NR,'-,"0.012058 unit decrease",[0.0087-0.0154],MIR124-1HG,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9951532
rs1973776-<b>A</b>,"2 x 10-12",,NR,'-,"0.012187 unit increase",[0.0088-0.0156],"CLDN23, RN7SL178P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8667057
rs671370-<b>T</b>,"2 x 10-12",,NR,'-,"0.01238 unit increase",[0.0089-0.0158],"MSRA, MIR124-1HG","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9955807
rs7005363-<b>T</b>,"3 x 10-12",,NR,'-,"0.012122 unit decrease",[0.0087-0.0155],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10426238
rs4840376-<b>T</b>,"3 x 10-12",,NR,'-,"0.012155 unit increase",[0.0087-0.0156],"RPL10P19, RNU6-682P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8944591
rs13276026-<b>G</b>,"4 x 10-12",,NR,'-,"0.012059 unit increase",[0.0087-0.0155],PINX1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10752445
rs1278493-<b>G</b>,"2 x 10-8",,NR,'-,"0.009871 unit increase",[0.0064-0.0133],PPP2R3A,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,3:136095167
rs7696796-<b>G</b>,"4 x 10-9",,NR,'-,"0.010422 unit increase",[0.007-0.0139],TENM3,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,4:182245316
rs17309350-<b>A</b>,"1 x 10-8",,NR,'-,"0.0098429 unit increase",[0.0065-0.0132],TENM3,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,4:182254746
rs3814424-<b>C</b>,"2 x 10-9",,NR,'-,"0.010685 unit increase",[0.0072-0.0142],LINC00461,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,5:88673135
rs6882046-<b>A</b>,"3 x 10-9",,NR,'-,"0.010492 unit increase",[0.007-0.0139],LINC00461,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,5:88673046
rs35267052-<b>T</b>,"2 x 10-8",,NR,'-,"0.0096885 unit increase",[0.0063-0.0131],LINC00461,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,5:88653300
rs10045508-<b>T</b>,"5 x 10-9",,NR,'-,"0.010508 unit increase",[0.007-0.014],"FBXL17, SEMA6A","General factor of neuroticism","neuroticism measurement",'-,GCST007709,5:108386448
rs13163891-<b>C</b>,"5 x 10-9",,NR,'-,"0.010283 unit decrease",[0.0068-0.0137],FBXL17,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,5:108404274
rs868754-<b>G</b>,"2 x 10-9",,NR,'-,"0.010477 unit decrease",[0.0071-0.0139],MAD1L1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:1994145
rs3996329-<b>G</b>,"4 x 10-8",,NR,'-,"0.0096161 unit decrease",[0.0062-0.013],MAD1L1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:1979235
rs7805419-<b>T</b>,"1 x 10-8",,NR,'-,"0.0099821 unit increase",[0.0066-0.0134],TMEM106B,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:12242825
rs60668206-<b>C</b>,"2 x 10-8",,NR,'-,"0.0097221 unit increase",[0.0064-0.0131],GTF2IRD1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:74511613
rs6976111-<b>C</b>,"4 x 10-9",,NR,'-,"0.010217 unit increase",[0.0068-0.0136],CTTNBP2,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:117855613
rs35864494-<b>G</b>,"2 x 10-8",,NR,'-,"0.0096772 unit increase",[0.0063-0.0131],GRM8,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,7:126843505
rs2428-<b>C</b>,"1 x 10-18",,NR,'-,"0.015359 unit decrease",[0.012-0.019],MFHAS1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8783635
rs2921036-<b>T</b>,"5 x 10-18",,NR,'-,"0.015042 unit decrease",[0.012-0.018],"RN7SL178P, PRAG1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8506387
rs2945232-<b>T</b>,"5 x 10-17",,NR,'-,"0.014614 unit decrease",[0.011-0.018],"FAM86B3P, ALG1L13P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8240516
rs12155745-<b>G</b>,"5 x 10-17",,NR,'-,"0.014639 unit increase",[0.011-0.018],BLK,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11504768
rs34328494-<b>T</b>,"2 x 10-16",,NR,'-,"0.01427 unit decrease",[0.011-0.018],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10278537
rs1986972-<b>G</b>,"1 x 10-15",,NR,'-,"0.013869 unit decrease",[0.01-0.017],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10411295
rs11783418-<b>G</b>,"3 x 10-15",,NR,'-,"0.01379 unit increase",[0.01-0.017],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10984348
rs7832708-<b>C</b>,"4 x 10-15",,NR,'-,"0.013677 unit decrease",[0.01-0.017],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10332530
rs393155-<b>G</b>,"1 x 10-14",,NR,'-,"0.01347 unit decrease",[0.01-0.017],"RNU6-1151P, PPP1R3B","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9175583
rs2976958-<b>C</b>,"2 x 10-14",,NR,'-,"0.013322 unit decrease",[0.0099-0.0167],PRAG1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8379167
rs657086-<b>C</b>,"3 x 10-14",,NR,'-,"0.013315 unit increase",[0.0099-0.0167],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10031463
rs4841335-<b>T</b>,"5 x 10-12",,NR,'-,"0.01217 unit increase",[0.0087-0.0156],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10420308
rs567958-<b>A</b>,"5 x 10-12",,NR,'-,"0.011967 unit increase",[0.0086-0.0154],"MFHAS1, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8749567
rs2979204-<b>T</b>,"5 x 10-12",,NR,'-,"0.011973 unit decrease",[0.0086-0.0154],PRAG1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8441347
rs2979162-<b>T</b>,"5 x 10-12",,NR,'-,"0.011979 unit decrease",[0.0086-0.0154],PRAG1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8451498
rs4841460-<b>C</b>,"5 x 10-12",,NR,'-,"0.012012 unit increase",[0.0086-0.0154],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10931983
rs4841411-<b>C</b>,"7 x 10-12",,NR,'-,"0.01197 unit decrease",[0.0086-0.0154],RP1L1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10664380
rs10098488-<b>G</b>,"7 x 10-12",,NR,'-,"0.01193 unit increase",[0.0085-0.0153],"LINC00529, MTMR9","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11273468
rs34421088-<b>A</b>,"8 x 10-12",,NR,'-,"0.011995 unit increase",[0.0086-0.0154],GATA4,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11731533
rs4398922-<b>C</b>,"8 x 10-12",,NR,'-,"0.011858 unit increase",[0.0085-0.0153],"CLDN23, RN7SL178P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8657855
rs7841921-<b>A</b>,"9 x 10-12",,NR,'-,"0.011901 unit increase",[0.0085-0.0153],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10355459
rs476845-<b>A</b>,"9 x 10-12",,NR,'-,"0.011897 unit increase",[0.0085-0.0153],"MFHAS1, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8765367
rs2980752-<b>C</b>,"1 x 10-11",,NR,'-,"0.011979 unit decrease",[0.0085-0.0154],RN7SL178P,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8500646
rs11776973-<b>C</b>,"1 x 10-11",,NR,'-,"0.011851 unit increase",[0.0084-0.0153],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10259901
rs2409764-<b>A</b>,"1 x 10-11",,NR,'-,"0.011759 unit increase",[0.0084-0.0152],"FAM167A-AS1, FAM167A","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11423764
rs13267180-<b>G</b>,"1 x 10-11",,NR,'-,"0.011777 unit increase",[0.0084-0.0152],RP1L1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10608972
rs10903311-<b>G</b>,"1 x 10-11",,NR,'-,"0.011752 unit decrease",[0.0083-0.0152],MFHAS1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8785877
rs62494425-<b>A</b>,"2 x 10-11",,NR,'-,"0.011704 unit decrease",[0.0083-0.0151],PPP1R3B,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9178598
rs7841082-<b>C</b>,"2 x 10-11",,NR,'-,"0.011708 unit increase",[0.0083-0.0151],"PRAG1, FAM86B3P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8311465
rs7002088-<b>A</b>,"2 x 10-11",,NR,'-,"0.011667 unit decrease",[0.0083-0.0151],RP1L1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10637228
rs7012395-<b>T</b>,"3 x 10-11",,NR,'-,"0.011582 unit increase",[0.0082-0.015],"RN7SL178P, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8680499
rs2976842-<b>T</b>,"3 x 10-11",,NR,'-,"0.011571 unit decrease",[0.0082-0.015],"PRAG1, RN7SL178P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8432389
rs4841662-<b>G</b>,"3 x 10-11",,NR,'-,"0.011596 unit decrease",[0.0082-0.015],"DEFB135, DEFB134","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11986249
rs12545623-<b>A</b>,"4 x 10-11",,NR,'-,"0.011603 unit increase",[0.0082-0.015],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10029132
rs7816657-<b>T</b>,"4 x 10-11",,NR,'-,"0.011617 unit decrease",[0.0082-0.0151],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10356911
rs10095003-<b>G</b>,"4 x 10-11",,NR,'-,"0.011448 unit increase",[0.0081-0.0148],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11184940
rs11250033-<b>G</b>,"4 x 10-10",,NR,'-,"0.010868 unit decrease",[0.0075-0.0143],"RP1L1, PRSS55","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10573912
rs56243511-<b>T</b>,"4 x 10-10",,NR,'-,"0.010905 unit increase",[0.0075-0.0143],MIR124-1HG,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9948185
rs4840913-<b>T</b>,"5 x 10-10",,NR,'-,"0.01075 unit decrease",[0.0074-0.0141],"FAM86B3P, PRAG1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8259384
rs7835672-<b>C</b>,"6 x 10-10",,NR,'-,"0.010788 unit decrease",[0.0074-0.0142],"DEFB131E, DEFB134","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11999355
rs2945874-<b>C</b>,"6 x 10-10",,NR,'-,"0.010803 unit decrease",[0.0074-0.0142],PRAG1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8402914
rs2054349-<b>A</b>,"6 x 10-10",,NR,'-,"0.010732 unit decrease",[0.0073-0.0141],"RNU6-526P, RNU6-1151P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9309732
rs330054-<b>G</b>,"7 x 10-10",,NR,'-,"0.010769 unit increase",[0.0074-0.0142],"RNU6-1151P, PPP1R3B","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9230781
rs7815294-<b>G</b>,"7 x 10-10",,NR,'-,"0.010599 unit increase",[0.0072-0.014],"PRSS55, RP1L1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10561793
rs1908814-<b>C</b>,"8 x 10-10",,NR,'-,"0.010776 unit decrease",[0.0073-0.0142],"OR7E158P, CTSB","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11897546
rs4130764-<b>T</b>,"8 x 10-10",,NR,'-,"0.010656 unit increase",[0.0073-0.0141],"RP1L1, SOX7","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10719879
rs73192442-<b>T</b>,"9 x 10-10",,NR,'-,"0.010573 unit increase",[0.0072-0.014],"RN7SL178P, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8671235
rs34293316-<b>T</b>,"1 x 10-9",,NR,'-,"0.010567 unit increase",[0.0072-0.014],ERI1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9055592
rs330937-<b>C</b>,"1 x 10-9",,NR,'-,"0.010653 unit decrease",[0.0072-0.0141],PPP1R3B,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9158972
rs4841527-<b>T</b>,"1 x 10-9",,NR,'-,"0.010614 unit decrease",[0.0072-0.014],FAM167A-AS1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11400947
rs13278965-<b>A</b>,"1 x 10-9",,NR,'-,"0.010594 unit increase",[0.0072-0.014],"GATA4, LINC00208","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11609236
rs11784888-<b>G</b>,"1 x 10-9",,NR,'-,"0.010574 unit increase",[0.0072-0.014],"RN7SL178P, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8615650
rs804280-<b>C</b>,"1 x 10-9",,NR,'-,"0.01055 unit decrease",[0.0071-0.014],GATA4,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11755189
rs4840519-<b>T</b>,"1 x 10-9",,NR,'-,"0.010548 unit increase",[0.0071-0.014],PINX1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10835603
rs13265201-<b>C</b>,"2 x 10-9",,NR,'-,"0.010509 unit increase",[0.0071-0.0139],"GATA4, LINC00208","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11636169
rs488566-<b>A</b>,"2 x 10-9",,NR,'-,"0.010492 unit increase",[0.0071-0.0139],"MFHAS1, CLDN23","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8782065
rs10089263-<b>A</b>,"2 x 10-9",,NR,'-,"0.01045 unit decrease",[0.0071-0.0138],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10318996
rs34891368-<b>C</b>,"2 x 10-9",,NR,'-,"0.010429 unit decrease",[0.007-0.0138],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11099197
rs998683-<b>G</b>,"2 x 10-9",,NR,'-,"0.010466 unit decrease",[0.007-0.0139],BLK,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11495491
rs2127128-<b>C</b>,"2 x 10-9",,NR,'-,"0.010508 unit increase",[0.0071-0.0139],LINC00208,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11577420
rs878504-<b>A</b>,"2 x 10-9",,NR,'-,"0.010512 unit decrease",[0.0071-0.0139],"RPL10P19, RNU6-682P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8925996
rs10086521-<b>T</b>,"4 x 10-11",,NR,'-,"0.01148 unit increase",[0.0081-0.0149],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10926259
rs3925830-<b>C</b>,"4 x 10-11",,NR,'-,"0.011517 unit decrease",[0.0081-0.0149],MFHAS1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8851464
rs4841470-<b>T</b>,"5 x 10-11",,NR,'-,"0.011451 unit increase",[0.008-0.0149],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10991215
rs10156356-<b>T</b>,"5 x 10-11",,NR,'-,"0.011431 unit increase",[0.008-0.0148],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11188700
rs10102524-<b>A</b>,"5 x 10-11",,NR,'-,"0.011399 unit decrease",[0.008-0.0148],GATA4,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11677398
rs4841468-<b>C</b>,"6 x 10-11",,NR,'-,"0.011342 unit increase",[0.0079-0.0147],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10989199
rs34906836-<b>C</b>,"7 x 10-11",,NR,'-,"0.011344 unit decrease",[0.0079-0.0147],"LINCR-0001, MSRA","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10431482
rs1522838-<b>G</b>,"7 x 10-11",,NR,'-,"0.011364 unit increase",[0.008-0.0148],"CLDN23, RN7SL178P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8660409
rs635594-<b>C</b>,"7 x 10-11",,NR,'-,"0.011307 unit increase",[0.0079-0.0147],"CLDN23, MFHAS1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8755877
rs2945858-<b>T</b>,"8 x 10-11",,NR,'-,"0.011256 unit decrease",[0.0079-0.0147],"RN7SL178P, PRAG1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8428606
rs2736318-<b>G</b>,"9 x 10-11",,NR,'-,"0.011227 unit increase",[0.0078-0.0146],FAM167A,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11466369
rs4841318-<b>T</b>,"9 x 10-11",,NR,'-,"0.011236 unit decrease",[0.0078-0.0146],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10329690
rs35373084-<b>T</b>,"1 x 10-10",,NR,'-,"0.011249 unit decrease",[0.0078-0.0147],"GATA4, LINC00208","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:11599739
rs378974-<b>C</b>,"1 x 10-10",,NR,'-,"0.011294 unit decrease",[0.0079-0.0147],PPP1R3B,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9169129
rs6997361-<b>C</b>,"1 x 10-10",,NR,'-,"0.011436 unit increase",[0.0079-0.0149],RN7SL178P,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8492247
rs28529476-<b>T</b>,"1 x 10-10",,NR,'-,"0.011299 unit decrease",[0.0079-0.0147],RN7SL178P,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8521765
rs7823072-<b>A</b>,"1 x 10-10",,NR,'-,"0.011196 unit decrease",[0.0078-0.0146],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10264125
rs7000276-<b>G</b>,"1 x 10-10",,NR,'-,"0.011124 unit increase",[0.0077-0.0145],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10947333
rs13248423-<b>C</b>,"2 x 10-10",,NR,'-,"0.011151 unit decrease",[0.0077-0.0146],"CLDN23, MFHAS1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8720092
rs682400-<b>A</b>,"2 x 10-10",,NR,'-,"0.010964 unit increase",[0.0076-0.0143],MIR124-1HG,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:9949094
rs17151763-<b>A</b>,"2 x 10-10",,NR,'-,"0.011175 unit increase",[0.0077-0.0146],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10324959
rs73196840-<b>A</b>,"2 x 10-10",,NR,'-,"0.011097 unit increase",[0.0077-0.0145],XKR6,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10944148
rs34028848-<b>T</b>,"2 x 10-10",,NR,'-,"0.010923 unit decrease",[0.0075-0.0143],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10300906
rs12545826-<b>G</b>,"3 x 10-10",,NR,'-,"0.010955 unit decrease",[0.0075-0.0144],MSRA,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:10085397
rs6983150-<b>A</b>,"3 x 10-10",,NR,'-,"0.010939 unit increase",[0.0075-0.0144],"RNU6-682P, RPL10P19","General factor of neuroticism","neuroticism measurement",'-,GCST007709,8:8934916
rs9899833-<b>G</b>,"5 x 10-15",,NR,'-,"0.013529 unit increase",[0.01-0.017],MAPT,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45915577
rs62053943-<b>C</b>,"4 x 10-14",,NR,'-,"0.012948 unit increase",[0.0096-0.0163],LINC02210-CRHR1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45666837
rs35031964-<b>A</b>,"2 x 10-13",,NR,'-,"0.012707 unit increase",[0.0093-0.0161],"ARL17B, MAPK8IP1P1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:46260394
rs2074404-<b>T</b>,"6 x 10-13",,NR,'-,"0.012507 unit increase",[0.0091-0.0159],WNT3,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:46788073
rs8067056-<b>T</b>,"1 x 10-12",,NR,'-,"0.012341 unit increase",[0.0089-0.0157],MAPT,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:46006582
rs12938031-<b>A</b>,"2 x 10-12",,NR,'-,"0.012214 unit increase",[0.0088-0.0156],LINC02210-CRHR1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45777136
rs1056009-<b>T</b>,"2 x 10-11",,NR,'-,"0.011579 unit decrease",[0.0082-0.015],"PLEKHM1, LRRC37A4P","General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45504386
rs1724425-<b>C</b>,"4 x 10-11",,NR,'-,"0.011456 unit increase",[0.0081-0.0149],LINC02210-CRHR1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45704381
rs61572747-<b>A</b>,"1 x 10-10",,NR,'-,"0.011082 unit increase",[0.0077-0.0145],"ARHGAP27, RNA5SP443","General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45383525
rs199497-<b>T</b>,"2 x 10-10",,NR,'-,"0.010905 unit increase",[0.0076-0.0143],WNT3,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:46789236
rs2668637-<b>A</b>,"2 x 10-10",,NR,'-,"0.010891 unit increase",[0.0075-0.0143],"ARL17B, MAPK8IP1P1","General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:46245594
rs3843738-<b>A</b>,"6 x 10-10",,NR,'-,"0.010773 unit decrease",[0.0074-0.0142],LINC02210-CRHR1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45661828
rs35076622-<b>G</b>,"1 x 10-9",,NR,'-,"0.010583 unit increase",[0.0072-0.014],LINC02210-CRHR1,"General factor of neuroticism","neuroticism measurement",'-,GCST007709,17:45779092
